Ex. 1 Part (A) (B),,,,,,,,,,,,,,,,,,,,,
Value-weighted,,,,,,,,,,,,,,,,,,,,,
Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10,Mkt-RF,RF
196108,-99.99,0.79,1.81,2.83,0.99,1.37,1.02,3.84,2.67,1.3,0.85,0.62,1.86,0.3,1.52,2.68,4.54,3.82,2.42,2.57,0.14
196109,-99.99,-3.52,-2.67,-1.85,-3.58,-3.55,-2.51,-2.73,-1.76,-3.73,-3.51,-3.46,-3.61,-3.64,-1.73,-2.56,-2.82,-2.38,-1.62,-2.15,0.17
196110,-99.99,1.94,2.11,2.86,2.24,1.46,2.04,2.84,2.83,2.04,2.33,1.66,1.33,1.69,2.28,2.42,3.09,3.03,2.79,2.57,0.19
196111,-99.99,5.82,4.85,4.6,5.31,5.89,4.83,3.96,4.7,4.28,5.77,6.28,5.63,5.23,4.56,4.64,3.57,3.91,4.87,4.45,0.15
196112,-99.99,-0.33,-0.66,0.1,0.39,-0.55,-0.33,-1.62,0.28,-0.46,0.76,-0.99,-0.26,0.29,-0.76,-1.15,-1.89,-1.17,0.59,-0.18,0.19
196201,-99.99,1.31,-1.9,-3.9,1.77,-0.13,-2.21,-2.37,-4.01,3.83,0.88,0.89,-0.79,-1.14,-2.95,-1.88,-2.65,-1.77,-4.48,-3.87,0.24
196202,-99.99,1.4,1.65,2.06,1.7,1.24,1.37,1.57,2.13,2.6,1.3,1.11,1.33,0.66,1.88,2.06,1.28,1.14,2.34,1.81,0.2
196203,-99.99,-0.26,-0.86,-0.46,0.5,-0.72,-0.51,-1.22,-0.4,-1.1,1.22,-0.98,-0.56,-1.07,-0.11,-1.34,-1.15,-0.03,-0.47,-0.68,0.2
196204,-99.99,-7.06,-6.44,-6.33,-7.21,-7.14,-6,-6.75,-6.29,-7.18,-7.22,-6.93,-7.29,-6.69,-5.51,-6.66,-6.81,-6.74,-6.2,-6.59,0.22
196205,-99.99,-10.02,-10.01,-8.1,-10,-10,-10.8,-9.42,-7.97,-11.27,-9.43,-10.03,-9.97,-10.52,-10.99,-9.15,-9.57,-8.33,-7.89,-8.65,0.24
196206,-99.99,-8.23,-7.89,-8.3,-7.45,-7.71,-7.6,-8.84,-8.23,-8.32,-7.07,-8.96,-6.87,-7.98,-7.34,-8.52,-9.03,-7.27,-8.44,-8.47,0.2
196207,-99.99,7.49,5.93,6.6,7.32,7.2,5.66,5.86,6.67,7.49,7.24,7.65,6.89,6.31,5.21,5.95,5.8,6.01,6.81,6.28,0.27
196208,-99.99,3.31,3.06,2.21,2.79,3.29,2.7,2.67,2.21,3.29,2.55,3.8,2.95,3.59,2.09,3.48,2.18,2.78,2.09,2.13,0.23
196209,-99.99,-7.07,-6.01,-4.77,-7.11,-7.23,-6.44,-5.19,-4.73,-5.99,-7.63,-7.04,-7.36,-7.03,-6.03,-5.14,-5.22,-5.77,-4.51,-5.22,0.21
196210,-99.99,-3.38,-2.07,0.79,-4.27,-3.31,-1.94,-1.24,0.94,-4.04,-4.37,-2.54,-3.85,-2.86,-1.31,-1.68,-0.97,-0.62,1.27,-0.05,0.25
196211,-99.99,14.77,13.43,10.8,14.45,14.66,13.51,13.12,10.6,13.37,14.96,15.06,14.38,13.87,13.26,13.06,13.15,12.99,10.11,10.87,0.2
196212,-99.99,-2.07,-0.92,1.74,-2.29,-2.26,-1.31,0.69,1.79,-1.46,-2.67,-1.86,-2.54,-2.42,-0.54,-0.03,1.13,1.33,1.89,1.01,0.23
196301,-99.99,10.14,6.85,4.78,11.06,8.46,7.07,5.93,4.7,10.76,11.2,9.29,7.88,8.42,6.16,6.32,5.68,5.07,4.63,4.93,0.25
196302,-99.99,-0.75,-1.71,-2.27,0,-1.74,-1.43,-1.69,-2.33,-0.36,0.17,-1.44,-1.96,-1.15,-1.62,-1.95,-1.54,-1.65,-2.48,-2.38,0.23
196303,-99.99,1.92,1.65,3.67,1.56,1.88,1.62,2.49,3.73,2.01,1.35,2.24,1.62,1.74,1.54,1.69,2.97,3.12,3.86,3.08,0.23
196304,-99.99,4.21,3.83,4.9,2.95,4.01,3.8,4.57,4.9,3.02,2.91,5.37,3.02,3.78,3.82,4.1,4.85,4.55,4.98,4.51,0.25
196305,-99.99,4.28,3.15,1.87,5.04,3.34,3.73,2.16,1.86,6.63,4.31,3.61,3.14,3.93,3.59,2.54,1.94,3.05,1.61,1.76,0.24
196306,-99.99,-1.35,-1.85,-1.82,-1.34,-1.77,-1.53,-1.71,-1.85,-1.88,-1.09,-1.36,-2.07,-1.81,-1.33,-2.13,-1.46,-1.18,-1.99,-2,0.23
196307,-99.99,-0.85,-1.37,0.06,-0.33,-1.27,-1.7,-1.42,0.22,-0.23,-0.43,-1.76,-0.89,-1.2,-2.06,-1.17,-1.56,-0.32,0.33,-0.39,0.27
196308,-99.99,3.63,5.36,5.39,2.95,5.02,5.28,5.73,5.35,2.54,3.39,4.81,5.18,6.35,4.49,5.52,5.85,5.93,5.23,5.07,0.25
196309,-99.99,-1.28,-2.14,-1.17,-0.99,-1.84,-1.69,-2.16,-1.11,-0.19,-1.85,-1.78,-1.88,-1.9,-1.53,-2.74,-1.83,-2.08,-0.91,-1.57,0.27
196310,-99.99,1.32,1.59,3.06,0.5,2.77,1.3,1.27,3.24,0.7,0.29,2.74,2.79,1,1.53,1.48,1.15,1.8,3.54,2.53,0.29
196311,-99.99,-1.5,-1,-0.48,-2.03,-1.26,-1.47,-0.29,-0.5,-2,-2.05,-0.6,-1.79,-1.22,-1.65,-0.17,-0.36,-0.21,-0.55,-0.85,0.27
196312,-99.99,-1.01,1.37,2.34,-1.62,0.2,1.19,1.46,2.44,-2.31,-0.88,0.03,0.34,2.15,0.46,1.95,1.19,1.79,2.57,1.83,0.29
196401,-99.99,3.53,1.36,2.72,4.1,1.58,1.81,1.22,2.85,4.76,3.4,2.59,0.77,2.45,1.32,1.07,1.3,1.16,3.19,2.24,0.3
196402,-99.99,2.62,2.7,1.69,2.5,3.07,2.28,3.03,1.57,2.71,2.28,2.8,3.29,2.29,2.27,2.95,3.08,2.03,1.47,1.54,0.26
196403,-99.99,2.97,3.26,1.5,2.36,3.67,3.64,2.99,1.36,2.31,2.41,3.97,3.43,4.1,3.28,2.77,3.11,1.83,1.26,1.41,0.31
196404,-99.99,-0.5,-0.26,0.53,-0.35,-0.57,-0.72,-0.5,0.67,0.05,-0.78,-0.74,-0.42,-1.02,-0.48,0.31,-0.95,-0.52,0.91,0.1,0.29
196405,-99.99,1.03,1.74,1.68,0.49,2.36,1.11,2.13,1.64,0.77,0.19,1.9,2.73,1.38,0.9,2.08,2.15,0.99,1.76,1.42,0.26
196406,-99.99,1.15,1.48,1.56,1.16,1.21,1.47,1.41,1.59,1.25,1.07,1.12,1.28,0.95,1.88,1.57,1.32,1.45,1.61,1.27,0.3
196407,-99.99,3.39,2.17,1.98,3.25,2.55,2.53,1.98,1.98,3.76,2.63,3.65,1.69,1.89,2.98,1.93,2,3.45,1.69,1.74,0.3
196408,-99.99,-0.66,-0.84,-1.19,-0.64,-1.28,-0.83,-0.09,-1.31,-0.43,-0.89,-0.7,-1.75,-0.61,-0.98,-0.52,0.15,-1.32,-1.3,-1.44,0.28
196409,-99.99,3.96,3.24,2.91,4.53,3.04,2.91,3.77,2.83,5.09,3.84,2.95,3.11,2.78,3,3.68,3.82,3.19,2.75,2.69,0.28
196410,-99.99,1.84,1.67,0.72,2.24,1.19,2.17,1.58,0.63,2.68,1.7,1.13,1.23,1.5,2.64,1.25,1.78,0.76,0.6,0.59,0.29
196411,-99.99,0.29,0.05,0.31,0.18,-0.62,0.54,0.14,0.32,0.1,0.3,0.47,-1.48,0.14,0.81,0.04,0.19,0.26,0.33,0,0.29
196412,-99.99,-1.61,-0.34,0.48,-1.96,-0.35,-0.47,-0.35,0.56,-1.71,-2.26,-0.98,0.16,-0.26,-0.62,-0.37,-0.34,-0.23,0.71,0.03,0.31
196501,-99.99,7.19,5.57,3.55,7.61,6.32,5.69,5.48,3.37,8.44,6.57,6.43,6.23,5.51,5.8,5.2,5.65,4.62,3.12,3.54,0.28
196502,-99.99,3.23,3.39,0.3,2.92,3.99,3.73,2.79,0.08,3.22,2.54,3.78,4.15,4.6,3.16,2.73,2.82,2.59,-0.43,0.44,0.3
196503,-99.99,1.93,0.16,-1.27,2.35,0.35,0.48,-0.08,-1.38,2.3,2.42,1.18,-0.32,0.62,0.39,-0.05,-0.09,-0.58,-1.55,-1.34,0.36
196504,-99.99,4.3,4.03,3.27,4.73,4.23,4.03,3.51,3.26,5.15,4.21,3.51,4.82,4.82,3.5,3.75,3.37,2.76,3.36,3.11,0.31
196505,-99.99,-0.88,-0.56,-0.35,-0.72,-0.76,-0.41,-0.84,-0.3,-0.13,-1.49,-1.18,-0.43,-0.58,-0.3,-0.77,-0.87,-0.42,-0.27,-0.77,0.31
196506,-99.99,-9.4,-8.12,-4.54,-9.81,-8.82,-8.09,-7.51,-4.29,-9.74,-9.9,-8.65,-8.96,-8.22,-8.01,-7.85,-7.31,-5.84,-3.96,-5.51,0.35
196507,-99.99,3.13,3.14,1.5,2.96,3.53,3.39,3.24,1.32,2.64,3.42,3.47,3.58,3.18,3.53,2.72,3.56,2.33,1.11,1.43,0.31
196508,-99.99,4.21,5.14,2.78,4.22,4.8,6.1,4.19,2.65,4.1,4.38,4.21,5.25,7.33,5.26,4.02,4.29,3.47,2.48,2.73,0.33
196509,-99.99,2.67,3.42,3.18,2.64,3.97,3.39,3.06,3.19,3.03,2.09,2.73,4.88,3.48,3.32,2.96,3.12,2.85,3.26,2.86,0.31
196510,-99.99,6.85,4.72,2.56,7.45,5.85,5.21,3.9,2.42,8.11,6.52,5.64,6,5.79,4.81,3.72,4.01,3.62,2.17,2.6,0.31
196511,-99.99,4.86,4.37,-0.39,5.92,4.87,4.44,3.35,-0.72,7.17,4.15,2.69,6.48,5.31,3.81,3.55,3.22,1.56,-1.2,-0.03,0.35
196512,-99.99,4.54,3.23,0.94,4.58,5.01,2.79,2.09,0.88,5.19,3.67,4.46,5.4,2.18,3.23,2.94,1.58,1.8,0.68,1.01,0.33
196601,-99.99,7.39,3.64,0.43,7.8,5.66,4.27,3.06,0.13,8.55,6.68,6.54,5.05,4.3,4.24,2.39,3.47,2.8,-0.45,0.72,0.38
196602,-99.99,4.43,1.8,-1.51,4.84,2.86,2.36,0.66,-1.72,5.5,3.85,3.57,2.35,2.76,2.06,0.95,0.48,-1.03,-1.87,-1.21,0.35
196603,-99.99,-1.44,-2.65,-2.06,-0.47,-1.86,-3.08,-2.13,-2.1,0.5,-1.96,-3.5,-0.67,-2.71,-3.35,-2.9,-1.66,-0.52,-2.46,-2.51,0.38
196604,-99.99,6.86,3.67,2.02,6.27,6.12,3.69,3.11,1.92,6.99,5.14,8.15,4.67,3.71,3.67,3.27,3.02,2.23,1.85,2.14,0.34
196605,-99.99,-10.92,-8.01,-4.46,-11.63,-9.83,-8.13,-6.56,-4.27,-13.08,-9.3,-9.38,-10.16,-8.88,-7.56,-7.03,-6.27,-5.41,-4.01,-5.66,0.41
196606,-99.99,0.36,-0.23,-1.28,0.31,0.31,0.2,0.25,-1.51,-0.16,1.03,0.48,0.2,-0.37,0.63,-0.88,0.94,-0.49,-1.74,-1.44,0.38
196607,-99.99,-1.68,-1.33,-1.22,-1.93,-1.86,-0.93,-1.64,-1.17,-2.05,-1.77,-1.13,-2.39,-0.86,-0.97,-1.41,-1.78,-0.8,-1.25,-1.63,0.35
196608,-99.99,-10.92,-9.19,-7.1,-10.81,-10.43,-9,-8.45,-7,-11.7,-9.7,-11.16,-9.89,-9.31,-8.77,-9.15,-8.03,-8.06,-6.76,-7.91,0.41
196609,-99.99,-1.94,-1.33,-0.5,-1.96,-1.71,-1.44,-1.2,-0.43,-2.22,-1.64,-1.91,-1.57,-1.07,-1.71,-1.11,-1.26,-1.43,-0.21,-1.06,0.4
196610,-99.99,-2.88,0.84,5.17,-4.02,-1.09,1.57,2.5,5.34,-5.28,-2.5,-0.41,-1.59,0.79,2.13,0.84,3.5,5.05,5.4,3.86,0.45
196611,-99.99,4.35,4.9,1.23,4.79,4.17,4.25,3.8,1.09,4.08,5.65,3.42,4.73,5.32,3.49,5.71,2.68,1.75,0.95,1.4,0.4
196612,-99.99,2.07,2.16,0.21,1.82,2.22,2.02,2.49,-0.03,1.47,2.24,2.59,1.95,2.27,1.85,2.39,2.55,2.21,-0.53,0.13,0.4
196701,-99.99,18.83,13.23,7.41,18.78,18.21,13.92,9.75,7.25,20.68,16.54,18.94,17.68,13.37,14.31,10.96,9.03,8.34,7,8.15,0.43
196702,-99.99,4.92,1.74,0.82,5.84,3.07,1.46,0.9,0.85,6.56,4.96,2.98,3.13,1.95,1.11,1.57,0.48,1.03,0.81,0.78,0.36
196703,-99.99,6.81,5.77,4.04,6.77,6.95,5.7,5.22,3.93,6.92,6.58,6.9,6.98,5.48,5.85,5.42,5.1,4.39,3.82,3.99,0.39
196704,-99.99,4.35,4.14,4.22,4.56,3.81,4.36,4.56,4.15,4.92,4.1,3.91,3.73,4.44,4.31,4.03,4.89,2.83,4.45,3.89,0.32
196705,-99.99,-0.82,-1.17,-4.55,-0.25,-1.64,-1.67,-1.59,-4.79,-0.24,-0.26,-2.06,-1.32,-2.6,-1.03,-0.54,-2.22,-3.86,-5,-4.33,0.33
196706,-99.99,10.74,5.56,1.76,12.3,8.06,5.49,3.99,1.55,13.3,11.07,7.23,8.67,5.66,5.37,4.53,3.66,2.11,1.42,2.41,0.27
196707,-99.99,9.43,6.13,4.45,9.77,8.1,6.34,5.68,4.3,10.39,9.06,8.77,7.55,6.79,6.01,5.36,5.89,5.18,4.09,4.58,0.31
196708,-99.99,0.6,0.04,-0.77,0.56,-0.33,0.12,-0.12,-0.8,1.3,-0.3,0.69,-1.16,0.27,0.02,0.41,-0.45,-0.37,-0.9,-0.89,0.31
196709,-99.99,7.42,4.15,3.04,8.27,5.22,3.67,2.49,3.24,8.89,7.54,5.81,4.74,3.17,4.02,4.51,1.22,2.23,3.47,3.11,0.32
196710,-99.99,-2.29,-3.1,-2.64,-1.76,-2.45,-2.92,-4.61,-2.38,-1.09,-2.57,-3.34,-1.7,-3.61,-2.45,-3.84,-5.12,-5,-1.76,-3.09,0.39
196711,-99.99,0.04,1.21,0.69,-0.11,0.77,0.88,1.09,0.69,-1.1,1.1,0.33,1.13,1.47,0.47,1.64,0.73,0.4,0.75,0.37,0.36
196712,-99.99,10.41,5.79,2.49,10.8,8.95,6.55,3.17,2.46,11.64,9.8,9.63,8.39,7.09,6.17,3.82,2.75,3.16,2.3,3.05,0.33
196801,-99.99,2.55,-2.22,-4.19,3.53,-0.21,-2.24,-3.31,-4.24,5.69,0.91,0.54,-0.84,-0.92,-3.12,-2.76,-3.67,-2.85,-4.56,-4.06,0.4
196802,-99.99,-6.54,-4.8,-2.7,-6.82,-6.1,-4.36,-4.42,-2.54,-7.49,-5.97,-5.94,-6.24,-3.81,-4.73,-4.78,-4.19,-3.43,-2.33,-3.75,0.39
196803,-99.99,-1.19,0.12,0.82,-1.17,-1.2,0.04,0.06,0.94,-1.53,-0.71,-1.23,-1.18,-1.27,0.95,0.73,-0.38,-0.24,1.21,0.2,0.38
196804,-99.99,16.4,12.35,8.31,17.15,14.83,12.79,10.57,8.1,17.06,17.25,14.83,14.83,12.46,13.02,10.79,10.43,9.17,7.86,9.05,0.43
196805,-99.99,11.25,5.76,1.53,12,8.31,5.89,4.32,1.29,14.72,8.6,9.66,7.14,5.61,6.07,5.03,3.86,2.67,0.97,2.28,0.45
196806,-99.99,0.44,1.39,1.16,0.65,0.39,0.87,1.97,1.1,1.54,-0.53,-0.01,0.75,2.28,-0.07,2.32,1.75,2.22,0.84,0.69,0.43
196807,-99.99,-2.6,-4.65,-1.81,-2.95,-3.68,-3.86,-3.65,-1.73,-2.22,-3.77,-1.81,-5.15,-2.72,-4.83,-5.49,-2.48,-2.3,-1.6,-2.72,0.48
196808,-99.99,4.3,2.46,1.49,4.5,3.22,3.32,2.06,1.36,4.69,4.29,3.84,2.72,3.99,2.74,1.22,2.59,1.48,1.33,1.34,0.42
196809,-99.99,7.05,6.47,3.83,7.04,7.03,6.02,6.87,3.47,7.35,6.7,7.07,7,7.41,4.77,6.86,6.88,5.5,3.01,4.03,0.43
196810,-99.99,0.48,1.08,0.86,0.13,0.62,1.36,0.8,0.89,0.15,0.1,1.25,0.09,1.57,1.17,1.13,0.61,1.54,0.74,0.42,0.44
196811,-99.99,7.54,8.09,5.37,7.16,8.45,8.12,7.43,5.15,7.09,7.25,8.36,8.52,8.26,7.99,7.87,7.16,6.4,4.87,5.43,0.42
196812,-99.99,1.31,-2.31,-4.17,2.52,-1.36,-1.99,-3.3,-4.26,3.42,1.51,-1.28,-1.42,-1.44,-2.49,-3.09,-3.43,-2.87,-4.58,-3.94,0.43
196901,-99.99,-0.61,-1.59,-0.63,-0.7,-0.45,-1.61,-0.51,-0.77,-0.57,-0.85,-0.41,-0.49,-1.23,-1.95,-2.03,0.46,0.03,-0.96,-1.25,0.53
196902,-99.99,-9.64,-7.8,-4.31,-10.25,-8.38,-7.76,-7.35,-3.95,-10.8,-9.61,-8.27,-8.47,-8,-7.55,-7.58,-7.21,-5.79,-3.51,-5.84,0.46
196903,-99.99,2.94,1.98,3.38,3.16,2.23,2.13,2.08,3.51,3.03,3.3,2.45,2.04,2.47,1.83,1.76,2.28,1.03,4.09,2.64,0.46
196904,-99.99,0.92,1.42,2.26,0.6,1.31,1.08,1.3,2.43,0.11,1.17,1.61,1.05,1.21,0.97,2.04,0.85,2.05,2.52,1.46,0.53
196905,-99.99,0.89,-0.06,0.35,1.04,-0.59,0.41,0.02,0.39,1.29,0.76,0.55,-1.57,1.04,-0.17,-0.04,0.06,-0.76,0.64,-0.1,0.48
196906,-99.99,-12.94,-10.25,-5.24,-13.52,-11.35,-10.77,-8.11,-4.98,-13.76,-13.26,-11.68,-11.05,-11.09,-10.47,-9.21,-7.44,-6.51,-4.65,-7.18,0.51
196907,-99.99,-10.9,-8.11,-5.9,-11.45,-9.31,-8.44,-6.98,-5.81,-11.58,-11.27,-9.78,-8.91,-8.52,-8.37,-7.37,-6.73,-6.34,-5.69,-7,0.53
196908,-99.99,5.17,6.1,5,4.76,5.47,7.19,5.94,4.84,4.14,5.63,5.99,5.05,7.96,6.6,5.23,6.4,3.99,5.04,4.68,0.5
196909,-99.99,-2.53,-1.11,-2.59,-3.38,-0.46,-1.07,-1.81,-2.66,-3.3,-3.5,-0.86,-0.12,-1.12,-1.04,-1.54,-1.98,-0.95,-3.04,-2.98,0.62
196910,-99.99,9.88,7.87,4.9,10.22,9.05,7.47,7.42,4.65,10.78,9.45,9.24,8.9,7.32,7.58,7.94,7.08,7.05,4.1,5.06,0.6
196911,-99.99,-6.13,-4.31,-2.95,-6.95,-4.18,-4.79,-3.75,-2.87,-7.06,-6.8,-4.53,-3.89,-5.34,-4.37,-3.91,-3.65,-3.47,-2.73,-3.79,0.52
196912,-99.99,-7.49,-3.08,-1.34,-7.69,-5.87,-3.54,-2.01,-1.24,-8.68,-6.29,-7.11,-4.86,-3.03,-3.92,-1.82,-2.14,-2.48,-0.95,-2.63,0.64
197001,-99.99,-4.19,-6.59,-7.75,-3.64,-5.12,-6.85,-7.65,-7.71,-1.88,-6.03,-5.23,-5.02,-6.56,-7.07,-6.9,-8.15,-6.11,-8.08,-8.1,0.6
197002,-99.99,3.38,4.35,6.09,3.17,3.62,4.51,5.84,6.01,2.8,3.71,3.76,3.51,4.12,4.82,4.51,6.76,7.77,5.6,5.13,0.62
197003,-99.99,-3.4,-1.11,-0.1,-3.92,-2.7,-1.21,-0.46,-0.04,-4.13,-3.62,-2.39,-2.95,-1.71,-0.83,-0.25,-0.6,-0.39,0.04,-1.06,0.57
197004,-99.99,-17.81,-14.45,-9.18,-18.1,-17.11,-14.56,-12.23,-8.92,-18.86,-17.01,-17.26,-16.99,-14.54,-14.58,-13.32,-11.51,-10.87,-8.45,-11,0.5
197005,-99.99,-9.49,-10.02,-5.55,-9.58,-10.62,-9.93,-8.86,-5.23,-9.65,-9.48,-9.31,-11.67,-10.14,-9.78,-9.51,-8.44,-7.02,-4.82,-6.92,0.53
197006,-99.99,-8.19,-6.06,-4.81,-8.57,-7.95,-5.96,-4.28,-4.95,-8.09,-9.23,-7.48,-8.34,-5.13,-6.59,-5.36,-3.59,-4.75,-4.99,-5.79,0.58
197007,-99.99,5.7,7.85,7.46,4.89,7.3,7.42,8.7,7.31,4.06,6.04,7.3,7.3,8.37,6.72,8.58,8.77,7.3,7.32,6.93,0.52
197008,-99.99,6.89,6.17,4.78,6.22,7.43,6.62,5.84,4.64,5.97,6.56,8.19,6.81,5.84,7.19,5.4,6.09,5.56,4.43,4.49,0.53
197009,-99.99,15.19,9.14,3.45,15.45,13.32,9.64,6.86,3.1,16.74,13.73,14.7,12.21,9.27,9.91,7.39,6.55,4.26,2.85,4.18,0.54
197010,-99.99,-7.47,-4.33,-1.09,-7.96,-5.17,-4.76,-3.73,-0.8,-8.81,-6.79,-6.53,-4.05,-5.08,-4.53,-3.91,-3.62,-2.11,-0.5,-2.28,0.46
197011,-99.99,-0.56,3.98,5.58,-1.82,2.37,3.71,5.12,5.61,-2.81,-0.5,1.8,2.83,3.38,3.95,4.76,5.33,6.3,5.45,4.6,0.46
197012,-99.99,8.76,8.67,5.67,9.21,8.64,8.24,8.36,5.41,9.15,9.28,7.94,9.2,8.14,8.32,8.98,8,6.39,5.19,5.72,0.42
197101,-99.99,14.36,8.2,4.18,15.17,11.19,8.82,7.38,3.78,17.42,12.27,12.86,9.88,10.12,7.91,6.83,7.7,5.16,3.47,4.84,0.38
197102,-99.99,4.59,2.49,1.42,5.97,2.97,2.45,2.49,1.26,6.83,4.81,1.96,3.79,2.45,2.44,2.04,2.76,1.29,1.26,1.41,0.33
197103,-99.99,5.75,5.81,4.05,5.87,5.66,6.47,5.02,3.94,6.17,5.47,5.5,5.78,7.41,5.79,5.02,5.02,3.33,4.08,4.13,0.3
197104,-99.99,2.51,4.27,3.51,2.09,3.3,4.8,3.98,3.46,1.47,2.94,3.35,3.26,4.85,4.76,4.03,3.96,3.48,3.45,3.15,0.28
197105,-99.99,-5.74,-3.32,-3.65,-5.95,-4.58,-3.78,-3.43,-3.61,-6.51,-5.19,-5.32,-4.01,-4.27,-3.43,-2.48,-3.99,-2.68,-3.82,-3.98,0.29
197106,-99.99,-2.23,-0.23,0.55,-2.21,-0.17,-1.09,0.5,0.53,-2.99,-1.17,-2.28,1.43,-1.24,-0.98,0.16,0.7,0.82,0.46,-0.1,0.37
197107,-99.99,-6.26,-4.59,-3.93,-6.62,-5.47,-4.89,-4.36,-3.85,-6.72,-6.49,-5.59,-5.38,-3.63,-5.83,-3.95,-4.62,-3.79,-3.86,-4.5,0.4
197108,-99.99,4.52,5.51,4.05,4.06,5.2,5.38,5.28,3.95,3.12,5.24,5.38,5.06,3.79,6.59,5.83,4.93,3.77,4,3.79,0.47
197109,-99.99,-0.55,-0.49,-0.47,-0.16,-0.85,-0.28,-0.48,-0.49,-0.2,-0.12,-1.28,-0.52,-0.74,0.06,-0.71,-0.33,-0.92,-0.39,-0.85,0.37
197110,-99.99,-6.21,-5.09,-3.72,-6.56,-4.81,-6.14,-4.07,-3.69,-6.98,-6.05,-5.54,-4.25,-5.82,-6.37,-4.22,-3.97,-5.59,-3.25,-4.42,0.37
197111,-99.99,-4.4,-1.52,0.41,-4.72,-2.33,-1.92,-1.37,0.64,-5.54,-3.72,-3.81,-1.22,-1.86,-1.96,-1.2,-1.49,-0.97,1,-0.46,0.37
197112,-99.99,13.1,11.28,8.53,12.66,12.72,11.12,10.37,8.39,12.86,12.42,13.92,11.85,10.27,11.75,11.25,9.79,9.82,8.07,8.71,0.37
197201,-99.99,11.3,5.21,1.84,13.23,7.63,5.3,3.13,1.78,14.71,11.44,7.77,7.53,5.64,5.04,4.25,2.38,2,1.73,2.49,0.29
197202,-99.99,3.97,3.6,2.92,4.17,3.82,3.55,2.46,3.06,4.65,3.57,3.58,4,2.41,4.38,3.52,1.74,3.28,3.01,2.87,0.25
197203,-99.99,-0.27,0.93,0.91,-0.69,0.4,1.08,1.16,0.87,-0.88,-0.45,0.55,0.3,0.75,1.32,1.01,1.26,-0.32,1.13,0.63,0.27
197204,-99.99,0.66,0.46,0.57,0.19,0.97,0.28,-0.02,0.69,0.52,-0.22,1.58,0.52,0.39,0.2,0.64,-0.48,1.24,0.57,0.29,0.29
197205,-99.99,-2.73,0.62,2.01,-2.43,-1.53,-0.42,0.64,2.27,-2.83,-1.93,-3.29,-0.22,-1.11,0.08,2.1,-0.37,0.66,2.64,1.25,0.3
197206,-99.99,-3.22,-2.68,-1.95,-3.77,-2.15,-2.71,-3.5,-1.73,-4.19,-3.25,-2.16,-2.15,-3.48,-2.17,-2.83,-3.97,-3.21,-1.4,-2.43,0.29
197207,-99.99,-4.02,-2.74,0.07,-4.28,-3.86,-2.32,-2.62,0.36,-3.68,-4.99,-3.49,-4.16,-2.09,-2.48,-2.74,-2.54,-2.06,0.9,-0.8,0.31
197208,-99.99,0.06,2.42,3.92,-0.21,0.95,2.64,3.34,3.93,-0.12,-0.31,0.57,1.26,2.86,2.48,2.56,3.84,5.01,3.7,3.26,0.29
197209,-99.99,-3.98,-2.78,-0.31,-4.24,-3.14,-2.21,-2.17,-0.19,-4.44,-4,-3.48,-2.86,-1.87,-2.45,-3.42,-1.37,-1.96,0.19,-1.14,0.34
197210,-99.99,-2.12,-0.56,1.28,-2.78,-0.54,-0.4,0.01,1.36,-3.22,-2.25,-0.87,-0.27,-0.55,-0.29,-0.84,0.54,0.92,1.45,0.52,0.4
197211,-99.99,5.12,6.32,4.74,4.61,6.03,5.44,7.43,4.46,4.31,4.97,6.06,6,5.78,5.2,7.45,7.42,6.59,4.01,4.6,0.37
197212,-99.99,-2.35,-0.78,1.42,-2.28,-1.78,-0.31,-1.02,1.68,-2.86,-1.59,-2.48,-1.21,0.17,-0.65,-1.19,-0.92,-1.13,2.29,0.62,0.37
197301,-99.99,-4.21,-6.32,-1.98,-3.82,-6.31,-6.11,-5.57,-1.63,-2.83,-4.97,-4.94,-7.4,-5.98,-6.21,-6.21,-5.17,-6.72,-0.57,-3.29,0.44
197302,-99.99,-8.38,-7.02,-3.55,-8.37,-8.03,-7.75,-5.8,-3.33,-8.08,-8.71,-8.41,-7.7,-8.19,-7.43,-5.94,-5.72,-4.01,-3.2,-4.85,0.41
197303,-99.99,-2.53,-2.64,-0.29,-2.6,-2.38,-2.97,-2.57,-0.05,-2.41,-2.83,-2.39,-2.37,-2.96,-2.98,-2.34,-2.71,-1.25,0.18,-1.3,0.46
197304,-99.99,-7.25,-6.92,-4.22,-7.32,-7.55,-6.13,-6.46,-4.06,-7.24,-7.42,-7.12,-7.91,-5.91,-6.29,-7.5,-5.83,-5.38,-3.81,-5.68,0.52
197305,-99.99,-8.96,-6.47,-1.3,-9.13,-8.49,-6.39,-5.04,-0.99,-9.37,-8.84,-8.64,-8.36,-6.45,-6.34,-5.96,-4.49,-2.56,-0.7,-2.94,0.51
197306,-99.99,-3.18,-3.11,-0.59,-3.61,-3.11,-2.58,-3.15,-0.38,-3.5,-3.75,-2.39,-3.69,-3.41,-1.97,-3.53,-2.92,-3.3,0.16,-1.56,0.51
197307,-99.99,12.57,9.82,4.55,12.31,12.5,9.46,9.57,4.05,12.04,12.78,13.23,11.86,9.94,9.07,9.54,9.59,7.2,3.44,5.05,0.64
